timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1715824110795,925,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-605,text,false,,2630,0,3178,3178,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,925
1715824110770,950,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-825,text,false,,2630,0,4332,4332,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,949
1715824110684,2400,conf3,200,OK,conf3stress 1-10,text,true,,231,157,4397,4397,http://localhost:8080/?token=492641228&user=2109710255&config=3,2400,0,0
1715824110686,2398,conf3,200,OK,conf3stress 1-28,text,true,,231,157,4397,4397,http://localhost:8080/?token=492641228&user=2109710255&config=3,2398,0,0
1715824110683,2401,conf3,200,OK,conf3stress 1-4,text,true,,231,157,4397,4397,http://localhost:8080/?token=492641228&user=2109710255&config=3,2401,0,1
1715824110684,2403,conf3,200,OK,conf3stress 1-17,text,true,,231,157,4398,4398,http://localhost:8080/?token=492641228&user=2109710255&config=3,2403,0,0
1715824110683,2404,conf3,200,OK,conf3stress 1-2,text,true,,231,157,4398,4398,http://localhost:8080/?token=492641228&user=2109710255&config=3,2404,0,1
1715824110683,2405,conf3,200,OK,conf3stress 1-7,text,true,,231,157,4398,4398,http://localhost:8080/?token=492641228&user=2109710255&config=3,2405,0,2
1715824110683,2405,conf3,200,OK,conf3stress 1-1,text,true,,231,157,4398,4398,http://localhost:8080/?token=492641228&user=2109710255&config=3,2405,0,1
1715824110683,2405,conf3,200,OK,conf3stress 1-8,text,true,,231,157,4398,4398,http://localhost:8080/?token=492641228&user=2109710255&config=3,2405,0,1
1715824110683,2405,conf3,200,OK,conf3stress 1-6,text,true,,231,157,4398,4398,http://localhost:8080/?token=492641228&user=2109710255&config=3,2405,0,2
1715824110684,2404,conf3,200,OK,conf3stress 1-13,text,true,,231,157,4398,4398,http://localhost:8080/?token=492641228&user=2109710255&config=3,2404,0,0
1715824110684,2405,conf3,200,OK,conf3stress 1-11,text,true,,231,157,4399,4399,http://localhost:8080/?token=492641228&user=2109710255&config=3,2405,0,0
1715824110687,2402,conf3,200,OK,conf3stress 1-36,text,true,,231,157,4399,4399,http://localhost:8080/?token=492641228&user=2109710255&config=3,2402,0,0
1715824110685,2404,conf3,200,OK,conf3stress 1-18,text,true,,231,157,4399,4399,http://localhost:8080/?token=492641228&user=2109710255&config=3,2404,0,0
1715824110764,955,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-775,text,false,,2630,0,4399,4399,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,955
1715824110686,2403,conf3,200,OK,conf3stress 1-29,text,true,,231,157,4399,4399,http://localhost:8080/?token=492641228&user=2109710255&config=3,2403,0,1
1715824110683,2406,conf3,200,OK,conf3stress 1-5,text,true,,231,157,4399,4399,http://localhost:8080/?token=492641228&user=2109710255&config=3,2406,0,1
1715824110684,2405,conf3,200,OK,conf3stress 1-14,text,true,,231,157,4399,4399,http://localhost:8080/?token=492641228&user=2109710255&config=3,2405,0,0
1715824110687,2402,conf3,200,OK,conf3stress 1-43,text,true,,231,157,4399,4399,http://localhost:8080/?token=492641228&user=2109710255&config=3,2402,0,1
1715824110684,2406,conf3,200,OK,conf3stress 1-3,text,true,,231,157,4399,4399,http://localhost:8080/?token=492641228&user=2109710255&config=3,2406,0,0
1715824110687,2403,conf3,200,OK,conf3stress 1-38,text,true,,231,157,4399,4399,http://localhost:8080/?token=492641228&user=2109710255&config=3,2403,0,0
1715824110684,2406,conf3,200,OK,conf3stress 1-12,text,true,,231,157,4399,4399,http://localhost:8080/?token=492641228&user=2109710255&config=3,2406,0,0
1715824110688,2561,conf3,200,OK,conf3stress 1-48,text,true,,231,157,4518,4518,http://localhost:8080/?token=492641228&user=2109710255&config=3,2561,0,1
1715824110692,2558,conf3,200,OK,conf3stress 1-73,text,true,,231,157,4518,4518,http://localhost:8080/?token=492641228&user=2109710255&config=3,2558,0,0
1715824110750,983,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-420,text,false,,2630,0,5710,5710,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,983
1715824110786,944,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-251,text,false,,2630,0,5710,5710,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,944
1715824110786,944,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-557,text,false,,2630,0,5710,5710,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,944
1715824110786,944,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-558,text,false,,2630,0,5710,5710,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,944
1715824110756,981,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-445,text,false,,2630,0,5708,5708,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,981
1715824110793,942,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-586,text,false,,2630,0,5705,5705,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,942
1715824110784,951,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-553,text,false,,2630,0,5704,5704,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,951
1715824110784,951,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-943,text,false,,2630,0,5704,5704,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,951
1715824110784,951,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-554,text,false,,2630,0,5704,5704,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,951
1715824110790,939,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-569,text,false,,2630,0,5702,5702,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,939
1715824110789,940,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-1001,text,false,,2630,0,5702,5702,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,940
1715824110789,940,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-563,text,false,,2630,0,5701,5701,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,940
1715824110789,940,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-564,text,false,,2630,0,5699,5699,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,940
1715824110788,941,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-971,text,false,,2630,0,5699,5699,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,941
1715824110750,979,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-425,text,false,,2630,0,5697,5697,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,979
1715824110794,938,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-603,text,false,,2630,0,5696,5696,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,938
1715824110791,936,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-575,text,false,,2630,0,5695,5695,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,936
1715824110791,937,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-359,text,false,,2630,0,5695,5695,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,937
1715824110791,936,conf3,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8080 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",conf3stress 1-576,text,false,,2630,0,5693,5693,http://localhost:8080/?token=492641228&user=2109710255&config=3,0,0,936
